"확충","increase; expansion; replenishment","","규모를 늘리고 부족한 것을 보충함.",""
"확충되다","be increased; be expanded; be replenished","","규모가 늘어나고 부족한 것이 보충되다.",""
"확충하다","increase; expand; replenish","","규모를 늘리고 부족한 것을 보충하다.",""
"확확","strongly; powerfully","","바람, 냄새, 기운 등이 갑자기 세게 잇따라 밀려드는 모양.",""
"환","pill","","한약재를 가루로 만들어 반죽해 작고 둥글게 빚은 약.",""
"환각","hallucination","","어떤 대상이 실제로는 없는데 마치 있는 것처럼 인식함.",""
"환각되다","be hallucinated","","어떤 대상이 실제로는 없는데 마치 있는 것처럼 인식하게 되다.",""
"환각제","hallucinogen","","어떤 대상이 실제로는 없는데 마치 있는 것처럼 인식하게 만드는 약.",""
"환각하다","hallucinate","","어떤 대상이 실제로는 없는데 마치 있는 것처럼 인식하다.",""
"환갑","age 60; 60th birthday","","사람이 태어난 지 만 육십 년이 되는 예순 번째 생일.",""
"환갑잔치","one's sixtieth birthday party","","사람이 태어난 지 만 육십 년이 되는 예순 번째 생일에 하는 잔치.",""
"환경미화원","cleaner","","길거리나 도로, 공공건물 등을 청소하는 사람.",""
"환관","hwan-gwan","","옛날에 궁궐에서 임금의 시중을 들던, 거세된 남자.",""
"환국","homecoming; return to one´s country","","외국에 나가 있던 사람이 자기 나라로 돌아오거나 돌아감.",""
"환국하다","return to one's country","","외국에 나가 있던 사람이 자기 나라로 돌아오거나 돌아가다.",""
"환궁","return to the palace","","임금, 왕비, 왕자 등이 궁궐로 돌아옴.",""
"환궁하다","return to the palace","","임금, 왕비, 왕자 등이 궁궐로 돌아오다.",""
"환금","conversion","","물건을 팔아서 돈으로 바꿈.",""
"환기","arousal; awakening; stirring up","","주의나 여론, 생각 등을 불러일으킴.",""
"환기","ventilation","","더럽고 탁한 공기를 맑은 공기로 바꿈.",""
"환기되다","be aroused; be awakened; be stirred up","","주의나 여론, 생각 등이 일어나게 되다.",""
"환기되다","be ventilated","","더럽고 탁한 공기가 맑은 공기로 바뀌다.",""
"환기통","ventilator; ventilator pipe; ventilation stack","","더럽고 탁한 공기를 맑은 공기로 바꾸기 위해 실내와 바깥이 통하게 뚫은 구멍.",""
"환기하다","arouse; awaken; stir up","","주의나 여론, 생각 등을 불러일으키다.",""
"환기하다","ventilate","","더럽고 탁한 공기를 맑은 공기로 바꾸다.",""
"환난","hardship; adversity; ordeal; suffering","","매우 걱정되고 고통스러운 일.",""
"환담","talk; chat; conversation","","정답고 즐겁게 이야기를 나눔. 또는 그런 이야기.",""
"환담하다","have a friendly talk; chat enjoyably","","정답고 즐겁게 이야기를 나누다.",""
"환대","hospitabillity; friendly reception","","찾아온 사람을 반갑게 맞아 정성껏 대접함.",""
"환대하다","treat hospitably; treat cordially","","찾아온 사람을 반갑게 맞아 정성껏 대접하다.",""
"환도","return to the capital","","전쟁 등으로 인해 정부가 한때 수도를 버리고 다른 곳으로 옯겼다가 다시 원래의 수도로 돌아옴.",""
"환도하다","return to the capital","","전쟁 등으로 인해 정부가 한때 수도를 버리고 다른 곳으로 옯겼다가 다시 원래의 수도로 돌아오다.",""
"환락","pleasure; amusement; delight","","매우 기뻐하고 즐거워함. 또는 매우 기쁘고 즐거운 것.",""
"환락가","adult entertainment district","","술집이나 도박장 등이 모여 있는 거리.",""
"환락하다","seek pleasure; entertain oneself","","매우 기뻐하고 즐거워하다.",""
"환멸","disillusion; disenchantment; letdown","","꿈이나 기대가 깨어짐. 또는 그때 느끼는 괴로운 마음.",""
"환부","affected area; wounded part","","몸에 병이나 상처가 난 자리.",""
"환불","refund; money back","","이미 낸 돈을 되돌려 줌.",""
"환불하다","refund; give money back","","이미 낸 돈을 되돌려 주다.",""
"환산","conversion; change","","어떤 단위로 나타낸 수를 다른 단위로 바꿔서 계산함.",""
"환산되다","be converted; be changed","","어떤 단위로 나타낸 수가 다른 단위로 바뀌어져 계산되다.",""
"환산표","conversion table","","서로 단위가 다른 수량을 대조하고 나열하여 환산하기 편리하게 만든 표.",""
"환산하다","convert; change","","어떤 단위로 나타낸 수를 다른 단위로 바꿔서 계산하다.",""
"환상","illusion; fantasy","","현실성이나 가능성이 없는 헛된 생각.",""
"환상곡","fantasia","","형식의 제약을 받지 않고 자유롭게 작곡한 낭만적인 곡.",""
"환상적","being illusionary; being dreamy; being fantastic","","생각 등이 현실성이나 가능성이 없고 헛된 것.",""
"환상적","illusionary; dreamy; fantastic","","생각 등이 현실성이나 가능성이 없고 헛된.",""
"환생","reincarnation; revival","","다시 살아남.",""
"환생하다","appear; manifest","","실제는 없는데 환상처럼 나타나다.",""
"환성","cheer; shout for joy","","기쁘고 반가워서 지르는 소리.",""
